Spp,Tow_date,Code,Standardlength,Totallength,Depthatpec,Depthatanus,Bodyarea,Musclearea,Pulsearea,Bodywidth,Caudarea,Cauddepth,Caudheight,Eyediameter,Interoctdistance,SST
Micropogonias undulatus,2017-11-01,647,8.32352718,10.215947248,2.035679152,1.52020748,12.623597389999999,5.993143347999999,8.944748800000003,0.4903522599999999,1.27545317,0.5791200674,0.8637441299999999,0.48585936199999985,0.6626058699999999,13.6
Micropogonias undulatus,2017-11-01,648,9.54271164,11.347322768000002,2.467908936,1.75792188,15.969075785,8.520511924,12.630794400000001,0.5711939,1.5297944,0.7859745424999999,1.00334142,0.5900974139999999,0.9462363,13.6
Micropogonias undulatus,2017-11-01,649,9.634594799999999,12.101945768,2.5036572639999997,1.83163332,16.320206931999998,8.632391247999998,13.605302400000003,0.62153056,1.8239107500000002,0.9051037747999999,1.08362484,0.603639257,0.88336744,13.6
Micropogonias undulatus,2017-11-01,650,9.1159356,11.104278264,2.321897908,1.96727036,15.589671457999996,7.743215392,11.485438400000001,0.6012168599999999,1.34350995,0.8545484999,1.0384903799999998,0.641647455,0.8285148099999999,13.6
Micropogonias undulatus,2017-11-01,651,10.5813714,12.46606534,2.947609714,2.2017886,22.088914339,10.278020055999999,16.857933600000003,0.6793041,1.85509806,0.8936747818999999,1.0601922,0.726198626,0.8368012499999999,13.6
Micropogonias undulatus,2017-11-01,659,8.520259979999999,10.620760564000001,2.3174874,1.4741628,13.654589773,6.741146199999999,7.734875200000003,0.4128158999999999,1.33324332,0.6047580785,0.8624793,0.629243582,0.6135177199999999,13.6
Micropogonias undulatus,2017-11-01,660,9.238222919999998,11.437430344000001,2.582466078,1.7501312400000004,15.541389565999998,7.218069843999999,10.724265600000003,0.5108725399999999,1.32091045,0.705147881,1.0263080699999998,0.6535961400000001,0.7711402199999999,13.6
Micropogonias undulatus,2017-11-01,661,7.950629099999999,9.123141348,2.0637671240000004,1.28578912,12.260395769999999,5.848702972,8.313735200000002,0.45082661999999996,1.04603596,0.810171059,0.9717206699999998,0.48438000099999995,0.49039203,13.6
Micropogonias undulatus,2017-11-01,662,8.396631299999997,9.800177924000002,2.131897866,1.60460608,13.442758408999998,6.290248864,9.1629172,0.49703167999999986,1.29740697,0.8177903876,0.96020406,0.589414632,0.7194400400000001,13.6
Micropogonias undulatus,2017-11-01,663,9.002255339999998,10.7958331,2.278141026,1.59911268,14.373054774,6.479418436,10.589273200000001,0.33954885999999995,1.5466471700000002,0.6626237903000001,1.1273613299999998,0.5945354969999999,0.7864521200000001,13.6
Micropogonias undulatus,2017-11-01,664,7.264970579999998,9.490950188000001,1.9750927000000003,1.30127052,11.27627162,5.2543792719999995,7.022371600000001,0.4086842999999999,1.2190189900000001,0.6877469819,0.85615515,0.47106575200000006,0.59334204,13.6
Micropogonias undulatus,2017-11-01,665,7.7676452399999985,9.435946556,2.135147714,1.3687894,11.251804445,5.877433312,8.7960436,0.41426195999999993,1.3602981500000002,0.7619839538,1.10186502,0.539116358,0.60388023,13.6
Micropogonias undulatus,2017-11-01,666,7.307782319999999,9.15466782,1.9915740720000001,1.24383952,10.971356247999998,5.363667231999999,7.486920800000002,0.4870469799999999,1.31128952,0.7789729973,0.97192038,0.527850455,0.75276594,13.6
Micropogonias undulatus,2017-11-01,667,8.768188019999998,10.800640328,2.363101338,1.49383916,14.275729788999998,6.673996072,10.060094000000003,0.3990438999999999,1.6054704400000002,0.6986611553,1.11557844,0.534450681,0.6550399899999999,13.6
Micropogonias undulatus,2017-11-01,681,7.235684219999998,9.172778772000001,1.9272735079999999,1.41353564,10.661656184,5.4186492159999995,8.074435600000001,0.46859249999999997,1.4310668700000002,0.6928951769,1.00753533,0.553340983,0.60108806,13.6
Micropogonias undulatus,2017-11-01,682,8.054584499999999,10.008901056000001,2.2514458459999998,1.38836588,14.265725432999998,6.868123035999999,8.752432400000002,0.53938058,1.28810889,0.7329481339999999,1.03136739,0.566427638,0.6416195599999999,13.6
Micropogonias undulatus,2017-11-01,683,9.3673288199999991,11.206795196000002,2.585367728,1.9642739600000003,17.747893778999995,7.978128172,11.3857396,0.4955167599999999,1.9960543700000002,0.903868208,1.13861166,0.676696931,0.60793338,13.6
Micropogonias undulatus,2017-11-01,684,7.900216319999998,9.577703884000002,2.067481236,1.39116252,12.167529248,6.176341516,9.123689600000002,0.4903522599999999,1.44811335,0.6569607758,0.93743712,0.616953506,0.70646996,13.6
Micropogonias undulatus,2017-11-01,685,8.816700539999998,11.001761332000001,2.51886191,1.6495520799999999,14.822489592999998,6.694388979999999,9.5124812,0.58792688,1.51662212,0.7118405345,0.93184524,0.672372645,0.63720613,13.6
Micropogonias undulatus,2017-11-01,686,7.6745325,9.103912436000002,2.0659723779999997,1.42761872,11.384688391,5.422254592,7.376993600000002,0.39202017999999994,1.1647801899999999,0.7262554805,0.8558888699999999,0.539116358,0.60478093,13.6
Micropogonias undulatus,2017-11-01,687,8.310448919999999,10.51857902,2.3783059840000003,1.52949632,12.955481025999998,5.734344951999999,8.6018164,0.15583037999999996,1.4870490600000001,0.7602335675,1.01978421,0.6221881679999999,0.7971704500000001,13.6
Micropogonias undulatus,2017-11-01,688,7.710190319999999,8.268796316000001,2.252954704,1.49373928,12.087385656999999,4.996369552,6.8347760000000015,0.40062767999999993,0.9588664600000001,0.3179006531,0.67042485,0.594194106,0.49417497,13.6
Micropogonias undulatus,2017-11-01,689,13.515372839999998,16.460089236,3.6297295960000002,2.13257176,32.891443959,13.697493856,25.7596764,0.6870852799999999,4.593382620000001,1.0884824806999998,1.5848303699999997,0.742585394,0.9882089199999999,13.6
Micropogonias undulatus,2017-11-01,690,10.252849979999999,12.679819292,2.800670158,2.00632344,22.095330175999997,12.032373483999999,18.9609376,0.70850074,2.9822965500000005,0.9651317285,1.3423158599999998,0.697635579,0.7998725499999999,13.6
Micropogonias undulatus,2017-11-01,691,11.005464719999997,13.393189568,2.9252089760000004,2.04527664,21.313902977999994,8.869444719999999,17.3740744,0.6614005000000001,3.4382253200000004,0.7723833077,1.4184719399999999,0.7447475369999998,0.8758916299999999,13.6
Micropogonias undulatus,2017-11-01,692,10.345068479999998,12.740300928,2.509112366,1.9545856000000001,19.972884301999997,11.021290851999998,15.064704,0.6869475599999999,2.61786347,0.9366107282,1.30956342,0.715956896,0.7579899999999999,13.6
Micropogonias undulatus,2017-11-01,693,9.46267716,12.115361288,2.5478784099999996,1.8936588000000003,16.528449777,7.806985479999998,13.163570400000001,0.65582284,2.1390123500000002,0.6829076786,1.16057976,0.666568998,0.85742728,13.6
Micropogonias undulatus,2017-11-01,694,10.797777479999999,13.298610152,2.690871722,1.8662916800000002,19.948634612999996,10.202194491999999,16.898734800000003,0.6899774,2.64440174,0.8089354922,1.2907241099999998,0.63311268,0.8659839299999998,13.6
Micropogonias undulatus,2017-11-01,695,10.868534219999999,13.60023576,2.854524782,2.20967912,22.293024949999996,10.513721511999998,17.3485596,0.82136228,2.74609949,0.9611161363999999,1.40848644,0.7473648679999998,0.8894021299999999,13.6
Micropogonias undulatus,2017-11-01,696,11.388534779999999,14.475263052,3.0107496179999997,2.33882396,22.929606471999996,11.766251667999999,19.2086672,0.8214311400000001,2.5643995100000003,0.9804733496,1.2382003799999999,0.7749037419999998,0.8776930299999999,13.6
Micropogonias undulatus,2017-11-01,697,12.31250826,15.580254716000002,3.1275120139999997,2.2669103600000002,25.438089995999995,12.427387492,21.99866,0.769855,3.8003984500000008,1.0588288774999999,1.43311734,0.6975217819999999,0.82175956000000006,13.6
Micropogonias undulatus,2017-11-01,698,11.41793292,14.192083784000001,2.80844658,2.0204065200000003,22.911881363,8.531328052,16.960892,0.8642620599999999,2.75901349,0.9097371503,1.26382983,0.7591997559999999,0.7843805099999999,13.6
Micropogonias undulatus,2017-11-01,699,11.142954119999999,13.934170412,2.932172936,2.10410596,23.538893500999997,11.339465284,18.3761204,0.5415840999999999,3.4609539600000003,0.9262113743,1.3498382699999998,0.707308324,0.83112684,13.6
Micropogonias undulatus,2017-11-06,700,10.112789639999999,12.638007588,2.743217488,1.94070228,18.320208187999995,8.771423559999999,13.868880400000004,0.5079115599999999,2.2512350100000003,0.8435313626,1.2310773899999998,0.6267400479999998,0.68809568,16.5
